journal_id,name,institution,sinta_url,accreditation,subject_area,p_issn,e_issn,link_google_scholar,link_garuda,link_website,impact_factor,total_citations,gs_citations_all,gs_citations_since_2020,gs_h_index_all,gs_h_index_since_2020,gs_i10_index_all,gs_i10_index_since_2020
522,Al Hurriyah : Jurnal Hukum Islam,IAINBUKITTINGGI,https://sinta.kemdikbud.go.id/journals/profile/522,Sinta 3,Social,25493809,25494198,https://scholar.google.co.id/citations?user=Z6iohy0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14876,http://ejournal.iainbukittinggi.ac.id/index.php/alhurriyah/index,1.85714,821.0,821.0,794.0,13.0,13.0,21.0,18.0
523,Jurnal Agrosains dan Teknologi,FAKULTAS PERTANIAN UMJ,https://sinta.kemdikbud.go.id/journals/profile/523,Sinta 3,Agriculture,25280201,25283278,#!,https://garuda.kemdikbud.go.id/journal/view/10240,https://jurnal.umj.ac.id/index.php/ftan/index,1.37366,8699.0,8699.0,8286.0,35.0,34.0,189.0,179.0
524,Berkala Sainstek,UNIVERSITAS JEMBER,https://sinta.kemdikbud.go.id/journals/profile/524,Sinta 4,"Science, Education, Agriculture",,23390069,https://scholar.google.co.id/citations?user=UM6psvsAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5048,http://jurnal.unej.ac.id/index.php/BST,4.64912,1571.0,1571.0,1511.0,16.0,15.0,34.0,32.0
525,"Jurnal Akuntansi, Ekonomi dan Manajemen Bisnis",PUSAT PENELITIAN DAN PENGABDIAN MASYARAKAT POLITEKNIK NEGERI BATAM,https://sinta.kemdikbud.go.id/journals/profile/525,Sinta 3,Economy,25489836,25489836,https://scholar.google.co.id/citations?user=VVsROaoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11522,http://jurnal.polibatam.ac.id/,1.375,4956.0,4956.0,4665.0,40.0,38.0,75.0,74.0
526,MetaCommunication; Journal Of Communication Studies,UNIVERSITAS LAMBUNG MANGKURAT,https://sinta.kemdikbud.go.id/journals/profile/526,Sinta 4,"Humanities, Education, Art, Social",23564490,2549693,https://scholar.google.co.id/citations?user=QARCpFkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11341,https://ppjp.ulm.ac.id/journal/index.php/MC,2.1,660.0,660.0,632.0,15.0,15.0,22.0,22.0
527,Syntax : Jurnal Informatika,BADAN PENERBIT JURNAL INFORMATIKA,https://sinta.kemdikbud.go.id/journals/profile/527,Sinta 4,Science,25415344,25415344,https://scholar.google.co.id/citations?user=MJO7ajsAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5412,http://journal.unsika.ac.id/index.php/syntax/index,0.0,522.0,522.0,486.0,11.0,10.0,14.0,12.0
528,Barometer,UNIVERSITAS SINGAPERBANGSA KARAWANG,https://sinta.kemdikbud.go.id/journals/profile/528,Sinta 4,Engineering,1979889,25499041,#!,https://garuda.kemdikbud.go.id/journal/view/14877,https://journal.unsika.ac.id/index.php/barometer,1.35294,341.0,341.0,339.0,8.0,8.0,6.0,6.0
529,Jurnal Keperawatan Respati Yogyakarta,PRODI S1 ILMU KEPERAWATAN DAN PROFESI NERS FIKES UNRIYO BEKERJASAMA DENGAN PPNI KOMSAT UNRIYO,https://sinta.kemdikbud.go.id/journals/profile/529,Sinta 2,Health,20888872,25412728,https://scholar.google.co.id/citations?user=P8QQbmgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14858,http://nursingjurnal.respati.ac.id/index.php/JKRY/issue/archive,0.965909,1701.0,1701.0,1637.0,18.0,18.0,54.0,51.0
530,,,https://sinta.kemdikbud.go.id/journals/profile/530,,,,,,,,,,,,,,,
531,Jurnal Dinamika Manajemen Pendidikan,JURUSAN MANAJEMEN PENDIDIKAN FIP UNIVERSITAS NEGERI SURABAYA BEKERJASAMA DENGAN ISMAPI (IKATAN SARJANA MANAJEMEN PENDIDIKAN INDONESIA),https://sinta.kemdikbud.go.id/journals/profile/531,Sinta 3,,,25407880,https://scholar.google.co.id/citations?user=11QuOEIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/16486,http://journal.unesa.ac.id/index.php/jdmp,0.0,880.0,880.0,858.0,13.0,13.0,19.0,19.0
532,JRST (Jurnal Riset Sains dan Teknologi),LEMBAGA PUBLIKASI ILMIAH DAN PENERBITAN (LPIP) UNIVERSITAS MUHAMMADIYAH PURWOKERTO,https://sinta.kemdikbud.go.id/journals/profile/532,Sinta 3,"Science, Engineering",25799118,25499750,https://scholar.google.co.id/citations?user=hB4GEC8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11655,https://jurnalnasional.ump.ac.id/index.php/JRST,2.58065,794.0,794.0,768.0,16.0,15.0,23.0,21.0
533,Journal of Governance and Public Policy,"MAGISTER ILMU PEMERINTAHAN, UNIVERSITAS MUHAMMADIYAH YOGYAKARTA (MIP-UMY)",https://sinta.kemdikbud.go.id/journals/profile/533,Sinta 2,Social,23558695,25497669,https://scholar.google.co.id/citations?user=itFUUH0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9909,http://journal.umy.ac.id/index.php/gpp,3.62791,1837.0,1837.0,1739.0,23.0,23.0,47.0,44.0
534,PSIKOLOGIA (JURNAL PSIKOLOGI),UNIVERSITAS MUHAMMADIYAH SIDOARJO,https://sinta.kemdikbud.go.id/journals/profile/534,Sinta 5,Social,25412299,25412299,https://scholar.google.co.id/citations?user=nQfNBKIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10858,http://ojs.umsida.ac.id/index.php/psikologia,0.0,145.0,145.0,115.0,7.0,6.0,4.0,2.0
535,Agroland : Jurnal Ilmu-Ilmu Pertanian,FAKULTAS PERTANIAN UNIVERSITAS TADULAKO,https://sinta.kemdikbud.go.id/journals/profile/535,Sinta 3,Agriculture,0854641,24077607,https://scholar.google.co.id/citations?user=646pyI4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/752,http://jurnal.faperta.untad.ac.id/index.php/agrolandnasional,0.0,44.0,44.0,22.0,3.0,3.0,2.0,1.0
536,Imajinasi : Jurnal Seni,JURUSAN SENI RUPA UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/536,Sinta 5,"Humanities, Art",1829930,25496697,https://scholar.google.co.id/citations?user=M2wObW4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5660,http://journal.unnes.ac.id/nju/index.php/imajinasi/index,0.0,22.0,22.0,8.0,2.0,2.0,1.0,0.0
537,Buletin Studi Ekonomi,FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS UDAYANA,https://sinta.kemdikbud.go.id/journals/profile/537,Sinta 4,Economy,14104628,25805312,https://scholar.google.co.id/citations?user=1KX7Rl0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/951,https://ojs.unud.ac.id/index.php/bse/index,2.02,3852.0,3852.0,2485.0,25.0,22.0,41.0,38.0
538,Jurnal Rekayasa Sipil,"JURUSAN TEKNIK SIPIL, UNIVERSITAS ANDALAS",https://sinta.kemdikbud.go.id/journals/profile/538,Sinta 4,Engineering,24773484,24773484,https://scholar.google.co.id/citations?user=738b0rcAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/13198,http://jrs.ft.unand.ac.id,4.16667,1325.0,1325.0,1124.0,18.0,16.0,44.0,39.0
539,Jurnal Panorama Hukum,FAKULTAS HUKUM UNIVERSITAS KANJURUHAN MALANG,https://sinta.kemdikbud.go.id/journals/profile/539,Sinta 5,Social,25276654,25276654,https://scholar.google.co.id/citations?user=Z2xskNEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11146,http://ejournal.unikama.ac.id/index.php/jph/issue/archive,0.936416,2877.0,2877.0,2724.0,24.0,22.0,75.0,72.0
540,Khazanah: Jurnal Pengembangan Kearsipan,ARSIP UNIVERSITAS GADJAH MADA,https://sinta.kemdikbud.go.id/journals/profile/540,Sinta 3,"Humanities, Science, Education, Art, Social",19784880,25802186,https://scholar.google.co.id/citations?user=zhoxzhIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14069,https://jurnal.ugm.ac.id/khazanah/,0.0,35.0,35.0,34.0,2.0,2.0,0.0,0.0
541,JPPM (Jurnal Pengabdian dan Pemberdayaan Masyarakat),"LEMBAGA PUBLIKASI ILMIAH DAN PENERBITAN (LPIP), UNIVERSITAS MUHAMMADIYAH PURWOKERTO",https://sinta.kemdikbud.go.id/journals/profile/541,Sinta 5,Social,25799126,25498347,https://scholar.google.co.id/citations?user=VNXB7CwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14855,https://jurnalnasional.ump.ac.id/index.php/JPPM,2.78231,3156.0,3156.0,3116.0,26.0,26.0,83.0,83.0
542,POROS TEKNIK,POLITEKNIK NEGERI BANJARMASIN,https://sinta.kemdikbud.go.id/journals/profile/542,Sinta 5,Engineering,20855761,24427764,https://scholar.google.co.id/citations?user=VXBTfqkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8096,http://ejurnal.poliban.ac.id/index.php/porosteknik,0.0,702.0,702.0,619.0,14.0,13.0,20.0,18.0
543,JATISI (Jurnal Teknik Informatika dan Sistem Informasi),UNIVERSITAS MULTI DATA PALEMBANG,https://sinta.kemdikbud.go.id/journals/profile/543,Sinta 5,Science,24074322,25032933,https://scholar.google.co.id/citations?user=4zHghOoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/12113,http://jurnal.mdp.ac.id/index.php/jatisi/index,5.00962,5927.0,5927.0,5747.0,35.0,35.0,149.0,143.0
544,Jurnal Rekavasi,TEKNIK INDUSTRI - UNIVERSITAS AKPRIND INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/544,Sinta 5,Education,,23387750,https://scholar.google.co.id/citations?user=p_8-TDYAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6280,https://ejournal.akprind.ac.id/index.php/rekavasi,0.0,241.0,241.0,215.0,8.0,7.0,5.0,3.0
545,Jurnal Teknik Elektro,JURUSAN TEKNIK ELEKTRO FAKULTAS TEKNIK UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/545,Sinta 2,Engineering,14110059,25491571,https://scholar.google.co.id/citations?user=geh11_sAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5676,https://journal.unnes.ac.id/nju/index.php/jte/index,0.0,2140.0,2140.0,1993.0,25.0,24.0,53.0,52.0
546,Jurnal Dimensi DKV Seni Rupa dan Desain,UNIVERSITAS TRISAKTI,https://sinta.kemdikbud.go.id/journals/profile/546,Sinta 5,"Humanities, Art, Social",25027425,25497766,https://scholar.google.co.id/citations?user=13jGtfAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/27615,https://e-journal.trisakti.ac.id/index.php/seni,1.38095,703.0,703.0,681.0,14.0,14.0,15.0,15.0
547,JURNAL FISIKA,UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/547,Sinta 3,Science,20881509,2684-978,https://scholar.google.co.id/citations?user=fhW82nIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5670,https://journal.unnes.ac.id/nju/index.php/jf,0.0,364.0,364.0,325.0,11.0,9.0,11.0,9.0
548,OIKOS: Jurnal Kajian Pendidikan Ekonomi dan Ilmu Ekonomi,UNIVERSITAS PASUNDAN,https://sinta.kemdikbud.go.id/journals/profile/548,Sinta 4,"Economy, Education, Social",25492284,25492284,#!,https://garuda.kemdikbud.go.id/journal/view/13840,https://journal.unpas.ac.id/index.php/oikos,0.0,613.0,613.0,598.0,12.0,12.0,15.0,15.0
549,Jurnal Profesi Keguruan,"LEMBAGA PENGEMBANGAN PENDIDIKAN DAN PROFESI, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/549,Sinta 4,,24604399,25287214,https://scholar.google.co.id/citations?user=hkZdgDoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9338,http://journal.unnes.ac.id/nju/index.php/jpk/index,0.0,762.0,762.0,759.0,13.0,13.0,18.0,18.0
550,Journal of Creativity Student,LPPM UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/550,Sinta 4,Education,25021958,25021958,https://scholar.google.co.id/citations?user=rHV0o9wAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14890,http://journal.unnes.ac.id/nju/index.php/jcs/index,0.0,76.0,76.0,76.0,4.0,4.0,2.0,2.0
551,Symmetry: Pasundan Journal of Research in Mathematics Learning  and Education,FKIP UNPAS,https://sinta.kemdikbud.go.id/journals/profile/551,Sinta 4,Education,,25482297,https://scholar.google.co.id/citations?user=s3HfPGgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14871,http://journal.unpas.ac.id/index.php/symmetry,5.92593,1374.0,1374.0,1313.0,18.0,18.0,36.0,36.0
552,Jurnal Pendidikan Nonformal,"JURUSAN PENDIDIKAN LUAR SEKOLAH, FAKULTAS ILMU PENDIDIKAN, UNIVERSITAS NEGERI MALANG",https://sinta.kemdikbud.go.id/journals/profile/552,Sinta 4,Education,19787138,25793950,https://scholar.google.co.id/citations?user=McB5fmEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10077,http://journal2.um.ac.id/index.php/JPN/index,0.0,1036.0,1036.0,1004.0,13.0,13.0,24.0,22.0
553,Jurnal Hukum DE'RECHTSSTAAT,FAKULTAS HUKUM UNIVERSITAS DJUANDA BOGOR,https://sinta.kemdikbud.go.id/journals/profile/553,Sinta 5,Social,25499874,25499874,https://scholar.google.co.id/citations?user=QI_MkhgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/13073,http://ojs.unida.ac.id/index.php/LAW/issue/archive,1.5,258.0,258.0,251.0,9.0,9.0,7.0,7.0
554,NERS:Jurnal Keperawatan,UNIVERSITAS ANDALAS PRESS,https://sinta.kemdikbud.go.id/journals/profile/554,Sinta 4,Health,24610747,24610747,https://scholar.google.co.id/citations?user=YqIOej8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14210,http://ners.fkep.unand.ac.id/,2.52191,4036.0,4036.0,3574.0,26.0,24.0,105.0,93.0
555,Majalah Ilmiah Gema,LP3M UNIBA SURAKARTA,https://sinta.kemdikbud.go.id/journals/profile/555,Sinta 5,Education,02153092,24430013,#!,https://garuda.kemdikbud.go.id/journal/view/5169,http://journal.uniba.ac.id/index.php/GM/index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,Media Penelitian Pendidikan : Jurnal Penelitian dalam Bidang Pendidikan dan Pengajaran,UNIVERSITAS PGRI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/556,Sinta 5,"Science, Education",1978936,25280562,https://scholar.google.co.id/citations?user=nFnl-NMAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9747,http://journal.upgris.ac.id/index.php/mediapenelitianpendidikan,3.04706,1485.0,1485.0,1388.0,17.0,16.0,36.0,33.0
557,JURNAL TARBIYATUNA,FAKULTAS AGAMA ISLAM UNIVERSITAS MUHAMMADIYAH MAGELANG,https://sinta.kemdikbud.go.id/journals/profile/557,Sinta 2,"Humanities, Education, Art, Social, Religion",20860889,25794981,https://scholar.google.co.id/citations?user=rz8AKCEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11890,http://journal.ummgl.ac.id/index.php/tarbiyatuna/index,6.0,1090.0,1090.0,1066.0,17.0,17.0,41.0,39.0
558,Jurnal Bidang Pendidikan Dasar,PGSD UNIKAMA,https://sinta.kemdikbud.go.id/journals/profile/558,Sinta 3,Education,25490117,25490125,#!,https://garuda.kemdikbud.go.id/journal/view/11138,http://ejournal.unikama.ac.id/index.php/JBPD,5.76,2498.0,2498.0,2458.0,25.0,24.0,62.0,62.0
559,JREC (Journal of Electrical and Electronics),UNIVERSITAS ISLAM ï¿½45ï¿½ BEKASI,https://sinta.kemdikbud.go.id/journals/profile/559,Sinta 5,Engineering,23025883,25500899,https://scholar.google.co.id/citations?user=Tmbd0ZcAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5707,http://ejournal-unisma.net/ojs/index.php/jrec/issue/archive/,0.0,2618.0,2618.0,2553.0,15.0,15.0,25.0,23.0
560,JURNAL INFORMATIKA GLOBAL,LP2MK UNIVERSITAS INDO GLOBAL MANDIRI,https://sinta.kemdikbud.go.id/journals/profile/560,Sinta 5,Science,2302500,24773786,https://scholar.google.co.id/citations?user=aCQkTToAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14891,http://ejournal.uigm.ac.id/index.php/IG,4.34211,1347.0,1347.0,1280.0,19.0,18.0,41.0,41.0
561,stomatognatic,FAKULTAS KEDOKTERAN GIGI UNIVERSITAS JEMBER,https://sinta.kemdikbud.go.id/journals/profile/561,Sinta 4,Health,16936485,24424935,#!,https://garuda.kemdikbud.go.id/journal/view/7719,http://jurnal.unej.ac.id/index.php/STOMA/index,0.0769231,261.0,261.0,241.0,9.0,8.0,7.0,6.0
562,Emabis: Journal of Economics Management and Business,FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS MALIKUSSALEH,https://sinta.kemdikbud.go.id/journals/profile/562,Sinta 5,"Economy, Science",1412968,25989405,https://scholar.google.co.id/citations?user=0sejI7wAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14850,http://journal.unimal.ac.id/emabis/,2.0,1409.0,1409.0,1341.0,17.0,17.0,31.0,29.0
563,QARDHUL HASAN: MEDIA PENGABDIAN KEPADA MASYARAKAT,UNIVERSITAS DJUANDA BOGOR,https://sinta.kemdikbud.go.id/journals/profile/563,Sinta 4,"Education, Agriculture, Social",24423726,25501143,https://scholar.google.co.id/citations?user=0rjB6cEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/13617,https://ojs.unida.ac.id/index.php/QH,0.988304,1322.0,1322.0,1294.0,14.0,14.0,30.0,29.0
564,JADECS,UNIVERSITAS NEGERI MALANG,https://sinta.kemdikbud.go.id/journals/profile/564,Sinta 3,"Humanities, Art",,25486543,https://scholar.google.co.id/citations?user=1F9Z8PkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9822,http://journal2.um.ac.id/index.php/dart/,1.375,386.0,386.0,374.0,11.0,11.0,13.0,13.0
565,,,https://sinta.kemdikbud.go.id/journals/profile/565,,,,,,,,,,,,,,,
566,JURNAL PEMERINTAHAN DAN POLITIK,LP2MKPB UNIVERSITAS INDO GLOBAL MANDIRI,https://sinta.kemdikbud.go.id/journals/profile/566,Sinta 4,Economy,25020900,25022032,https://scholar.google.co.id/citations?user=GSp_a70AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/16797,http://ejournal.uigm.ac.id/index.php/PDP,1.32353,396.0,396.0,391.0,11.0,11.0,15.0,14.0
567,Widyagogik :  Jurnal Pendidikan dan Pembelajaran Sekolah Dasar,UNIVERSITAS TRUNOJOYO MADURA,https://sinta.kemdikbud.go.id/journals/profile/567,Sinta 5,Education,2303307,25415468,https://scholar.google.co.id/citations?user=9i1nQcYAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6207,http://journal.trunojoyo.ac.id/index.php/widyagogik,7.0,1082.0,1082.0,980.0,17.0,16.0,28.0,27.0
568,HIGEIA (Journal of Public Health Research and Development),UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/568,Sinta 3,Health,25415581,25415603,https://scholar.google.co.id/citations?user=jsoSsmIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9916,https://journal.unnes.ac.id/sju/index.php/higeia,0.0,5254.0,5254.0,5179.0,31.0,31.0,143.0,141.0
569,JSSF : Journal of Sport Science and Fitness,UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/569,Sinta 3,Health,22526528,27455718,https://scholar.google.co.id/citations?user=UuXbWyUAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9923,http://journal.unnes.ac.id/sju/index.php/jssf,0.0,864.0,864.0,733.0,15.0,14.0,24.0,17.0
570,Langkau Betang: Jurnal Arsitektur,PROGRAM STUDI ARSITEKTUR FAKULTAS TEKNIK UNIVERSITAS TANJUNGPURA,https://sinta.kemdikbud.go.id/journals/profile/570,Sinta 3,Engineering,23552484,25501194,#!,#!,http://jurnal.untan.ac.id/index.php/lb/,1.75,551.0,551.0,521.0,11.0,11.0,13.0,12.0
571,Pendas : Jurnal Ilmiah Pendidikan Dasar,UNIVERSITAS PASUNDAN,https://sinta.kemdikbud.go.id/journals/profile/571,Sinta 4,"Education, Social",24772143,25486950,https://scholar.google.co.id/citations?user=AFbD1I8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/12005,http://journal.unpas.ac.id/index.php/pendas,3.1229,7135.0,7135.0,7045.0,42.0,42.0,140.0,139.0
572,Kitektro,UNIVERSITAS SYIAH KUALA,https://sinta.kemdikbud.go.id/journals/profile/572,Sinta 5,,,22527036,https://scholar.google.co.id/citations?user=nbuqyFAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7931,https://jurnal.usk.ac.id/kitektro,0.0,261.0,261.0,257.0,8.0,8.0,7.0,7.0
573,Jurnal Pendidikan ilmu Sosial,PROGRAM STUDI PENDIDIKAN AKUNTANSI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN UNIVERSITAS MUHAMMADIYAH SURAKARTA IN COLLABORATION WITH ASOSIASI PROFESI PENDIDIK EKONOMI INDONES,https://sinta.kemdikbud.go.id/journals/profile/573,Sinta 3,"Education, Social",14123835,25414569,https://scholar.google.co.id/citations?user=03HviqoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8126,http://journals.ums.ac.id/index.php/jpis,0.0,2664.0,2664.0,2503.0,27.0,27.0,59.0,55.0
574,Jurnal Fisika Indonesia,"DEPARTEMEN FISIKA, FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, UNIVERSITAS GADJAH MADA, YOGYAKARTA BEKERJA SAMA DENGAN HIMPUNAN FISIKA INDONESIA (HFI) CABANG DIY-JATENG",https://sinta.kemdikbud.go.id/journals/profile/574,Sinta 5,,14102994,25798820,https://scholar.google.co.id/citations?user=4ufH09MAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/17338,https://jurnal.ugm.ac.id/jfi,0.0,755.0,755.0,678.0,14.0,13.0,19.0,18.0
575,Jurnal Aplikasi Bisnis,PROGRAM DIPLOMA III EKONOMI UII,https://sinta.kemdikbud.go.id/journals/profile/575,Sinta 5,Science,14114054,25793217,#!,https://garuda.kemdikbud.go.id/journal/view/11728,http://journal.uii.ac.id/index.php/JABIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,REFLEKSI EDUKATIKA : Jurnal Ilmiah Kependidikan,PROGRAM STUDI PENDIDIKAN GURU SEKOLAH DASAR  FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN UNIVERSITAS MURIA KUDUS,https://sinta.kemdikbud.go.id/journals/profile/576,Sinta 4,Education,20879385,2528696,#!,https://garuda.kemdikbud.go.id/journal/view/8610,http://jurnal.umk.ac.id/index.php/RE/issue/archive,1.29032,3231.0,3231.0,3160.0,29.0,29.0,73.0,72.0
577,Unnes Law Journal,FAKULTAS HUKUM UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/577,Sinta 3,Social,22526536,27224503,https://scholar.google.co.id/citations?user=Iwf2FssAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/18312,http://journal.unnes.ac.id/sju/index.php/ulj,0.0,454.0,454.0,394.0,12.0,11.0,20.0,17.0
578,Arty: Journal of Visual Arts,"JURUSAN SENI RUPA, FBS, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/578,Sinta 5,"Humanities, Art",22527516,22527516,https://scholar.google.co.id/citations?user=8Jn9OzMAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9929,http://journal.unnes.ac.id/sju/index.php/arty,0.0,98.0,98.0,92.0,5.0,5.0,4.0,4.0
579,Early Childhood Education Papers,"JURUSAN PENDIDIKAN GURU PAUD, FIP, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/579,Sinta 5,Education,22526382,22526382,https://scholar.google.co.id/citations?user=aX-PjI8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/12662,http://journal.unnes.ac.id/sju/index.php/belia,0.0,728.0,728.0,605.0,15.0,14.0,21.0,18.0
580,Chi'e: Jurnal Pendidikan Bahasa Jepang,"PRODI PENDIDIKAN BAHASA JEPANG, FBS, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/580,Sinta 3,Education,22526250,26856662,https://scholar.google.co.id/citations?user=wPSPNs8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9934,http://journal.unnes.ac.id/sju/index.php/chie,0.387755,249.0,249.0,221.0,6.0,6.0,4.0,3.0
581,Developmental and Clinical Psychology,"JURUSAN PSIKOLOGI, FIP, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/581,Sinta 5,"Education, Social",22526358,22526358,https://scholar.google.co.id/citations?user=GYysQf0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9935,http://journal.unnes.ac.id/sju/index.php/dcp,0.0,703.0,703.0,577.0,16.0,14.0,23.0,18.0
582,Edu Komputika Journal,"JURUSAN TEKNIK ELEKTRO, FT, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/582,Sinta 3,Science,22526811,2599297,https://scholar.google.co.id/citations?user=iQAulGAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9941,http://journal.unnes.ac.id/sju/index.php/edukom,0.0,380.0,380.0,360.0,10.0,10.0,12.0,11.0
583,Jurnal Ilmu Komunikasi Acta Diurna,UNIVERSITAS JENDERAL SOEDIRMAN,https://sinta.kemdikbud.go.id/journals/profile/583,Sinta 5,,14126443,26206676,#!,https://garuda.kemdikbud.go.id/journal/view/19332,http://jos.unsoed.ac.id/index.php/acta_diurna,1.5,276.0,276.0,259.0,7.0,7.0,6.0,6.0
584,Varia Justicia,UNIVERSITAS MUHAMMADIYAH MAGELANG,https://sinta.kemdikbud.go.id/journals/profile/584,Sinta 2,Social,19073216,25795198,https://scholar.google.co.id/citations?user=bzI0JlYAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11892,http://journal.ummgl.ac.id/index.php/variajusticia,2.875,686.0,686.0,664.0,12.0,12.0,20.0,20.0
585,BENTANG : Jurnal Teoritis dan Terapan Bidang Rekayasa Sipil,UNIVERSITAS ISLAM 45 BEKASI,https://sinta.kemdikbud.go.id/journals/profile/585,Sinta 3,Engineering,23025891,25793187,https://scholar.google.co.id/citations?user=HU66r6YAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11870,https://jurnal.unismabekasi.ac.id/index.php/bentang/about,0.0,409.0,409.0,386.0,10.0,9.0,10.0,9.0
586,EQUILIBRIUM Jurnal Ilmiah Ekonomi dan Pembelajarannya,PROGRAM STUDI PENDIDIKAN EKONOMI FKIP UNIVERSITAS PGRI MADIUN,https://sinta.kemdikbud.go.id/journals/profile/586,Sinta 5,Economy,23031565,25021575,https://scholar.google.co.id/citations?user=BKJ5aI2veH4C&hl=en,https://garuda.kemdikbud.go.id/journal/view/12897,http://e-journal.ikippgrimadiun.ac.id/index.php/equlibrium/index,3.3,1873.0,1873.0,1810.0,20.0,19.0,41.0,40.0
